sentences,lable
"The pink sandstone Hindu, Jain and Buddhist sculptures of Mathura from the 1st to 3rd centuries CE reflected both native Indian traditions and the Western influences received through the Greco-Buddhist art of Gandhara, and effectively established the basis for subsequent Indian religious sculpture",1
  The style was developed and diffused through most of India under the Gupta Empire (c,1
" 320–550) which remains a ""classical"" period for Indian sculpture, covering the earlier Ellora Caves, though the Elephanta Caves are probably slightly later",1
"  Later large-scale sculpture remains almost exclusively religious, and generally rather conservative, often reverting to simple frontal standing poses for deities, though the attendant spirits such as apsaras and yakshi often have sensuously curving poses",1
" Carving is often highly detailed, with an intricate backing behind the main figure in high relief",1
 The celebrated bronzes of the Chola dynasty (c,1
" 850–1250) from south India, many designed to be carried in processions, include the iconic form of Shiva as Nataraja, with the massive granite carvings of Mahabalipuram dating from the previous Pallava dynasty",1
"

		
		
		
		
		
		
		
		
		
		
		
		


==== South-East Asia ====

The sculpture of the region tends to be characterised by a high degree of ornamentation, as seen in the great monuments of Hindu and Buddhist Khmer sculpture (9th to 13th centuries) at Angkor Wat and elsewhere, the enormous 9th-century Buddhist complex at Borobudur in Java, and the Hindu monuments of Bali",1
" Both of these include many reliefs as well as figures in the round; Borobudur has 2,672 relief panels, 504 Buddha statues, many semi-concealed in openwork stupas, and many large guardian figures",1
"
In Thailand and Laos, sculpture was mainly of Buddha images, often gilded, both large for temples and monasteries, and small figurines for private homes",1
 Traditional sculpture in Myanmar emerged before the Bagan period,1
" As elsewhere in the region, most of the wood sculptures of the Bagan and Ava periods have been lost",1
" 
Traditional Anitist sculptures from the Philippines are dominated by Anitist designs mirroring the medium used and the culture involved, while being highlighted by the environments where such sculptures are usually placed on",1
 Christian and Islamic sculptures from the Philippines have different motifs compared to other Christian and Islamic sculptures elsewhere,1
" In later periods Chinese influence predominated in Vietnam, Laos and Cambodia, and more wooden sculpture survives from across the region",1
"

		
		
		
		
		
		
		
		
		
		
		
		
		
		


=== Islam ===

Islam is famously aniconic, so the vast majority of sculpture is arabesque decoration in relief or openwork, based on vegetable motifs, but tending to geometrical abstract forms",1
" In the very early Mshatta Facade (740s), now mostly in Berlin, there are animals within the dense arabesques in high relief, and figures of animals and men in mostly low relief are found in conjunction with decoration on many later pieces in various materials, including metalwork, ivory and ceramics",1
"Figures of animals in the round were often acceptable for works used in private contexts if the object was clearly practical, so medieval Islamic art contains many metal animals that are aquamaniles, incense burners or supporters for fountains, as in the stone lions supporting the famous one in the Alhambra, culminating in the largest medieval Islamic animal figure known, the Pisa Griffin",1
